Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
BNP Paribas Masters,2019-10-29,Masters 1000,Hard,1st Round,Djere L.,De Minaur A.,De Minaur A.,38,18,18,38
BNP Paribas Masters,2019-10-29,Masters 1000,Hard,2nd Round,Struff J.L.,Khachanov K.,Struff J.L.,36,8,36,8
BNP Paribas Masters,2019-10-29,Masters 1000,Hard,2nd Round,Verdasco F.,Zverev A.,Zverev A.,49,6,6,49
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Thiem D.,Raonic M.,Thiem D.,5,32,5,32
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Fognini F.,Shapovalov D.,Shapovalov D.,12,28,28,12
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Garin C.,Isner J.,Garin C.,42,17,42,17
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Fritz T.,Tsitsipas S.,Tsitsipas S.,33,7,7,33
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Dimitrov G.,Goffin D.,Dimitrov G.,27,14,27,14
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Bautista Agut R.,De Minaur A.,De Minaur A.,10,18,18,10
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Monfils G.,Paire B.,Monfils G.,13,23,13,23
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Cilic M.,Wawrinka S.,Wawrinka S.,24,16,16,24
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Nadal R.,Mannarino A.,Nadal R.,2,43,2,43
BNP Paribas Masters,2019-10-30,Masters 1000,Hard,2nd Round,Berrettini M.,Tsonga J.W.,Tsonga J.W.,9,35,35,9
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Thiem D.,Dimitrov G.,Dimitrov G.,5,27,27,5
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Tsitsipas S.,De Minaur A.,Tsitsipas S.,7,18,7,18
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Tsonga J.W.,Struff J.L.,Tsonga J.W.,35,36,35,36
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Zverev A.,Shapovalov D.,Shapovalov D.,6,28,28,6
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Nadal R.,Wawrinka S.,Nadal R.,2,16,2,16
BNP Paribas Masters,2019-10-31,Masters 1000,Hard,3rd Round,Albot R.,Monfils G.,Monfils G.,50,13,13,50
BNP Paribas Masters,2019-11-01,Masters 1000,Hard,Quarterfinals,Dimitrov G.,Garin C.,Dimitrov G.,27,42,27,42
BNP Paribas Masters,2019-11-01,Masters 1000,Hard,Quarterfinals,Tsitsipas S.,Djokovic N.,Djokovic N.,7,1,1,7
BNP Paribas Masters,2019-11-01,Masters 1000,Hard,Quarterfinals,Shapovalov D.,Monfils G.,Shapovalov D.,28,13,28,13
BNP Paribas Masters,2019-11-01,Masters 1000,Hard,Quarterfinals,Tsonga J.W.,Nadal R.,Nadal R.,35,2,2,35
BNP Paribas Masters,2019-11-02,Masters 1000,Hard,Semifinals,Djokovic N.,Dimitrov G.,Djokovic N.,1,27,1,27
BNP Paribas Masters,2019-11-03,Masters 1000,Hard,The Final,Shapovalov D.,Djokovic N.,Djokovic N.,28,1,1,28
Masters Cup,2019-11-10,Masters Cup,Hard,Round Robin,Djokovic N.,Berrettini M.,Djokovic N.,2,8,2,8
Masters Cup,2019-11-10,Masters Cup,Hard,Round Robin,Federer R.,Thiem D.,Thiem D.,3,5,5,3
Masters Cup,2019-11-11,Masters Cup,Hard,Round Robin,Tsitsipas S.,Medvedev D.,Tsitsipas S.,6,4,6,4
Masters Cup,2019-11-11,Masters Cup,Hard,Round Robin,Nadal R.,Zverev A.,Zverev A.,1,7,7,1
Masters Cup,2019-11-12,Masters Cup,Hard,Round Robin,Federer R.,Berrettini M.,Federer R.,3,8,3,8
Masters Cup,2019-11-12,Masters Cup,Hard,Round Robin,Djokovic N.,Thiem D.,Thiem D.,2,5,5,2
Masters Cup,2019-11-13,Masters Cup,Hard,Round Robin,Nadal R.,Medvedev D.,Nadal R.,1,4,1,4
Masters Cup,2019-11-13,Masters Cup,Hard,Round Robin,Zverev A.,Tsitsipas S.,Tsitsipas S.,7,6,6,7
Masters Cup,2019-11-14,Masters Cup,Hard,Round Robin,Berrettini M.,Thiem D.,Berrettini M.,8,5,8,5
Masters Cup,2019-11-14,Masters Cup,Hard,Round Robin,Djokovic N.,Federer R.,Federer R.,2,3,3,2
Masters Cup,2019-11-15,Masters Cup,Hard,Round Robin,Nadal R.,Tsitsipas S.,Nadal R.,1,6,1,6
Masters Cup,2019-11-15,Masters Cup,Hard,Round Robin,Medvedev D.,Zverev A.,Zverev A.,4,7,7,4
Masters Cup,2019-11-16,Masters Cup,Hard,Semifinals,Tsitsipas S.,Federer R.,Tsitsipas S.,6,3,6,3
Masters Cup,2019-11-16,Masters Cup,Hard,Semifinals,Zverev A.,Thiem D.,Thiem D.,7,5,5,7
Masters Cup,2019-11-17,Masters Cup,Hard,The Final,Tsitsipas S.,Thiem D.,Tsitsipas S.,6,5,6,5
Qatar Exxon Mobil Open,2020-01-08,ATP250,Hard,2nd Round,Krajinovic F.,Verdasco F.,Verdasco F.,40,49,49,40
ASB Classic,2020-01-12,ATP250,Hard,1st Round,Opelka R.,Cuevas P.,Cuevas P.,38,44,44,38
ASB Classic,2020-01-15,ATP250,Hard,2nd Round,Rublev A.,Querrey S.,Rublev A.,18,45,18,45
ASB Classic,2020-01-16,ATP250,Hard,Quarterfinals,Evans D.,Rublev A.,Rublev A.,33,18,18,33
ASB Classic,2020-01-17,ATP250,Hard,Semifinals,Auger-Aliassime F.,Rublev A.,Rublev A.,22,18,18,22
Adelaide International,2020-01-15,ATP250,Hard,2nd Round,Khachanov K.,Millman J.,Millman J.,16,47,47,16
Adelaide International,2020-01-16,ATP250,Hard,Quarterfinals,Paire B.,Millman J.,Paire B.,24,47,24,47
Adelaide International,2020-01-17,ATP250,Hard,Semifinals,Hurkacz H.,Paire B.,Paire B.,34,24,24,34
Australian Open,2020-01-20,Grand Slam,Hard,1st Round,Querrey S.,Coric B.,Querrey S.,45,28,45,28
Australian Open,2020-01-20,Grand Slam,Hard,1st Round,Struff J.L.,Djokovic N.,Djokovic N.,37,2,2,37
Australian Open,2020-01-21,Grand Slam,Hard,1st Round,Millman J.,Humbert U.,Millman J.,47,43,47,43
Australian Open,2020-01-21,Grand Slam,Hard,1st Round,Fognini F.,Opelka R.,Fognini F.,12,38,12,38
Australian Open,2020-01-21,Grand Slam,Hard,1st Round,Mannarino A.,Thiem D.,Thiem D.,44,5,5,44
Australian Open,2020-01-21,Grand Slam,Hard,1st Round,Tiafoe F.,Medvedev D.,Medvedev D.,50,4,4,50
Australian Open,2020-01-22,Grand Slam,Hard,2nd Round,Cilic M.,Paire B.,Cilic M.,39,21,39,21
Australian Open,2020-01-22,Grand Slam,Hard,2nd Round,Raonic M.,Garin C.,Raonic M.,35,36,35,36
Australian Open,2020-01-22,Grand Slam,Hard,2nd Round,Millman J.,Hurkacz H.,Millman J.,47,31,47,31
Australian Open,2020-01-22,Grand Slam,Hard,2nd Round,Krajinovic F.,Federer R.,Federer R.,41,3,3,41
Australian Open,2020-01-24,Grand Slam,Hard,3rd Round,Schwartzman D.,Lajovic D.,Schwartzman D.,14,27,14,27
Australian Open,2020-01-24,Grand Slam,Hard,3rd Round,Cilic M.,Bautista Agut R.,Cilic M.,39,9,39,9
Australian Open,2020-01-24,Grand Slam,Hard,3rd Round,Tsitsipas S.,Raonic M.,Raonic M.,6,35,35,6
Australian Open,2020-01-24,Grand Slam,Hard,3rd Round,Fognini F.,Pella G.,Fognini F.,12,25,12,25
Australian Open,2020-01-24,Grand Slam,Hard,3rd Round,Millman J.,Federer R.,Federer R.,47,3,3,47
Australian Open,2020-01-25,Grand Slam,Hard,3rd Round,Fritz T.,Thiem D.,Thiem D.,34,5,5,34
Australian Open,2020-01-25,Grand Slam,Hard,3rd Round,Rublev A.,Goffin D.,Rublev A.,16,11,16,11
Australian Open,2020-01-25,Grand Slam,Hard,3rd Round,Carreno Busta P.,Nadal R.,Nadal R.,30,1,1,30
Australian Open,2020-01-25,Grand Slam,Hard,3rd Round,Kyrgios N.,Khachanov K.,Kyrgios N.,26,17,26,17
Australian Open,2020-01-26,Grand Slam,Hard,4th Round,Cilic M.,Raonic M.,Raonic M.,39,35,35,39
Australian Open,2020-01-26,Grand Slam,Hard,4th Round,Djokovic N.,Schwartzman D.,Djokovic N.,2,14,2,14
Australian Open,2020-01-27,Grand Slam,Hard,4th Round,Monfils G.,Thiem D.,Thiem D.,10,5,5,10
Australian Open,2020-01-27,Grand Slam,Hard,4th Round,Wawrinka S.,Medvedev D.,Wawrinka S.,15,4,15,4
Australian Open,2020-01-27,Grand Slam,Hard,4th Round,Kyrgios N.,Nadal R.,Nadal R.,26,1,1,26
Australian Open,2020-01-27,Grand Slam,Hard,4th Round,Zverev A.,Rublev A.,Zverev A.,7,16,7,16
Australian Open,2020-01-28,Grand Slam,Hard,Quarterfinals,Djokovic N.,Raonic M.,Djokovic N.,2,35,2,35
Australian Open,2020-01-29,Grand Slam,Hard,Quarterfinals,Wawrinka S.,Zverev A.,Zverev A.,15,7,7,15
Australian Open,2020-01-29,Grand Slam,Hard,Quarterfinals,Thiem D.,Nadal R.,Thiem D.,5,1,5,1
Australian Open,2020-01-30,Grand Slam,Hard,Semifinals,Federer R.,Djokovic N.,Djokovic N.,3,2,2,3
Australian Open,2020-01-31,Grand Slam,Hard,Semifinals,Thiem D.,Zverev A.,Thiem D.,5,7,5,7
Australian Open,2020-02-02,Grand Slam,Hard,The Final,Thiem D.,Djokovic N.,Djokovic N.,5,2,2,5
Cordoba Open,2020-02-07,ATP250,Clay,Quarterfinals,Cuevas P.,Garin C.,Garin C.,48,31,31,48
Cordoba Open,2020-02-07,ATP250,Clay,Quarterfinals,Schwartzman D.,Ramos-Vinolas A.,Schwartzman D.,14,42,14,42
Cordoba Open,2020-02-08,ATP250,Clay,Quarterfinals,Londero J.I.,Djere L.,Djere L.,50,39,39,50
Cordoba Open,2020-02-09,ATP250,Clay,Semifinals,Djere L.,Schwartzman D.,Schwartzman D.,39,14,14,39
Cordoba Open,2020-02-09,ATP250,Clay,The Final,Garin C.,Schwartzman D.,Garin C.,31,14,31,14
Open Sud de France,2020-02-06,ATP250,Hard,2nd Round,Monfils G.,Mannarino A.,Monfils G.,9,45,9,45
Open Sud de France,2020-02-08,ATP250,Hard,Semifinals,Monfils G.,Krajinovic F.,Monfils G.,9,44,9,44
Argentina Open,2020-02-10,ATP250,Clay,1st Round,Sonego L.,Cuevas P.,Cuevas P.,49,48,48,49
Argentina Open,2020-02-13,ATP250,Clay,2nd Round,Cuevas P.,Ramos-Vinolas A.,Cuevas P.,48,42,48,42
Argentina Open,2020-02-14,ATP250,Clay,Quarterfinals,Lajovic D.,Ruud C.,Ruud C.,23,45,45,23
Argentina Open,2020-02-14,ATP250,Clay,Quarterfinals,Cuevas P.,Schwartzman D.,Schwartzman D.,48,14,14,48
ABN AMRO World Tennis Tournament,2020-02-10,ATP500,Hard,1st Round,Carreno Busta P.,Mannarino A.,Carreno Busta P.,30,44,30,44
ABN AMRO World Tennis Tournament,2020-02-10,ATP500,Hard,1st Round,Dimitrov G.,Shapovalov D.,Dimitrov G.,22,16,22,16
ABN AMRO World Tennis Tournament,2020-02-11,ATP500,Hard,1st Round,Auger-Aliassime F.,Struff J.L.,Auger-Aliassime F.,21,34,21,34
ABN AMRO World Tennis Tournament,2020-02-11,ATP500,Hard,1st Round,Khachanov K.,Fognini F.,Khachanov K.,17,11,17,11
ABN AMRO World Tennis Tournament,2020-02-11,ATP500,Hard,1st Round,Basilashvili N.,Rublev A.,Rublev A.,28,15,15,28
ABN AMRO World Tennis Tournament,2020-02-11,ATP500,Hard,1st Round,Hurkacz H.,Tsitsipas S.,Tsitsipas S.,29,6,6,29
ABN AMRO World Tennis Tournament,2020-02-12,ATP500,Hard,2nd Round,Bautista Agut R.,Carreno Busta P.,Carreno Busta P.,12,30,30,12
ABN AMRO World Tennis Tournament,2020-02-12,ATP500,Hard,2nd Round,Evans D.,Khachanov K.,Evans D.,33,17,33,17
ABN AMRO World Tennis Tournament,2020-02-12,ATP500,Hard,2nd Round,Dimitrov G.,Auger-Aliassime F.,Auger-Aliassime F.,22,21,21,22
ABN AMRO World Tennis Tournament,2020-02-14,ATP500,Hard,Quarterfinals,Evans D.,Monfils G.,Monfils G.,33,9,9,33
ABN AMRO World Tennis Tournament,2020-02-14,ATP500,Hard,Quarterfinals,Krajinovic F.,Rublev A.,Krajinovic F.,39,15,39,15
ABN AMRO World Tennis Tournament,2020-02-15,ATP500,Hard,Semifinals,Carreno Busta P.,Auger-Aliassime F.,Auger-Aliassime F.,30,21,21,30
ABN AMRO World Tennis Tournament,2020-02-15,ATP500,Hard,Semifinals,Monfils G.,Krajinovic F.,Monfils G.,9,39,9,39
ABN AMRO World Tennis Tournament,2020-02-16,ATP500,Hard,The Final,Auger-Aliassime F.,Monfils G.,Monfils G.,21,9,9,21
Delray Beach Open,2020-02-20,ATP250,Hard,2nd Round,Kecmanovic M.,Humbert U.,Humbert U.,50,44,44,50
Open 13,2020-02-18,ATP250,Hard,1st Round,Khachanov K.,Bedene A.,Bedene A.,17,47,47,17
Open 13,2020-02-20,ATP250,Hard,2nd Round,Cilic M.,Shapovalov D.,Shapovalov D.,39,15,15,39
Open 13,2020-02-23,ATP250,Hard,The Final,Auger-Aliassime F.,Tsitsipas S.,Tsitsipas S.,18,6,6,18
Rio Open,2020-02-23,ATP500,Clay,Semifinals,Garin C.,Coric B.,Garin C.,25,32,25,32
Abierto Mexicano,2020-02-25,ATP500,Hard,1st Round,De Minaur A.,Kecmanovic M.,Kecmanovic M.,25,50,50,25
Abierto Mexicano,2020-02-26,ATP500,Hard,1st Round,Fritz T.,Millman J.,Fritz T.,35,40,35,40
Abierto Mexicano,2020-02-26,ATP500,Hard,2nd Round,Edmund K.,Auger-Aliassime F.,Edmund K.,44,19,44,19
Abierto Mexicano,2020-02-27,ATP500,Hard,2nd Round,Dimitrov G.,Mannarino A.,Dimitrov G.,22,42,22,42
Abierto Mexicano,2020-02-27,ATP500,Hard,2nd Round,Humbert U.,Fritz T.,Fritz T.,43,35,35,43
Abierto Mexicano,2020-02-27,ATP500,Hard,2nd Round,Kecmanovic M.,Nadal R.,Nadal R.,50,2,2,50
Abierto Mexicano,2020-02-28,ATP500,Hard,Quarterfinals,Edmund K.,Fritz T.,Fritz T.,44,35,35,44
Abierto Mexicano,2020-02-28,ATP500,Hard,Quarterfinals,Dimitrov G.,Wawrinka S.,Dimitrov G.,22,16,22,16
Abierto Mexicano,2020-02-29,ATP500,Hard,Semifinals,Fritz T.,Isner J.,Fritz T.,35,20,35,20
Abierto Mexicano,2020-02-29,ATP500,Hard,Semifinals,Dimitrov G.,Nadal R.,Nadal R.,22,2,2,22
Abierto Mexicano,2020-03-01,ATP500,Hard,The Final,Nadal R.,Fritz T.,Nadal R.,2,35,2,35
Dubai Tennis Championships,2020-02-25,ATP500,Hard,1st Round,Cilic M.,Paire B.,Paire B.,36,21,21,36
Dubai Tennis Championships,2020-02-25,ATP500,Hard,1st Round,Hurkacz H.,Bublik A.,Bublik A.,30,47,47,30
Dubai Tennis Championships,2020-02-25,ATP500,Hard,1st Round,Evans D.,Fognini F.,Evans D.,37,11,37,11
Dubai Tennis Championships,2020-02-25,ATP500,Hard,1st Round,Carreno Busta P.,Tsitsipas S.,Tsitsipas S.,27,6,6,27
Dubai Tennis Championships,2020-02-25,ATP500,Hard,1st Round,Struff J.L.,Bautista Agut R.,Struff J.L.,34,12,34,12
Dubai Tennis Championships,2020-02-26,ATP500,Hard,2nd Round,Rublev A.,Krajinovic F.,Rublev A.,14,33,14,33
Dubai Tennis Championships,2020-02-26,ATP500,Hard,2nd Round,Bublik A.,Tsitsipas S.,Tsitsipas S.,47,6,6,47
Dubai Tennis Championships,2020-02-26,ATP500,Hard,2nd Round,Basilashvili N.,Struff J.L.,Struff J.L.,29,34,34,29
Dubai Tennis Championships,2020-02-27,ATP500,Hard,Quarterfinals,Rublev A.,Evans D.,Evans D.,14,37,37,14
Dubai Tennis Championships,2020-02-27,ATP500,Hard,Quarterfinals,Tsitsipas S.,Struff J.L.,Tsitsipas S.,6,34,6,34
Dubai Tennis Championships,2020-02-27,ATP500,Hard,Quarterfinals,Khachanov K.,Djokovic N.,Djokovic N.,17,1,1,17
Dubai Tennis Championships,2020-02-28,ATP500,Hard,Semifinals,Evans D.,Tsitsipas S.,Tsitsipas S.,37,6,6,37
Dubai Tennis Championships,2020-02-28,ATP500,Hard,Semifinals,Djokovic N.,Monfils G.,Djokovic N.,1,9,1,9
Dubai Tennis Championships,2020-02-29,ATP500,Hard,The Final,Tsitsipas S.,Djokovic N.,Djokovic N.,6,1,1,6
Chile Open,2020-02-29,ATP250,Clay,Semifinals,Ramos-Vinolas A.,Ruud C.,Ruud C.,45,38,38,45
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Hard,1st Round,Auger-Aliassime F.,Basilashvili N.,Auger-Aliassime F.,20,27,20,27
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Hard,1st Round,Lajovic D.,Carreno Busta P.,Carreno Busta P.,23,25,25,23
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Hard,1st Round,Struff J.L.,De Minaur A.,Struff J.L.,34,26,34,26
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Querrey S.,Raonic M.,Raonic M.,45,30,30,45
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Shapovalov D.,Cilic M.,Shapovalov D.,17,37,17,37
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Ruud C.,Schwartzman D.,Schwartzman D.,36,13,13,36
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Rublev A.,Evans D.,Evans D.,14,28,28,14
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Dimitrov G.,Humbert U.,Dimitrov G.,19,42,19,42
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Hurkacz H.,Isner J.,Isner J.,29,21,21,29
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Hard,1st Round,Millman J.,Mannarino A.,Millman J.,43,38,43,38
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Goffin D.,Coric B.,Goffin D.,10,33,10,33
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Evans D.,Raonic M.,Raonic M.,28,30,30,28
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Carreno Busta P.,Khachanov K.,Khachanov K.,25,16,16,25
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Isner J.,Millman J.,Isner J.,21,43,21,43
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Schwartzman D.,Opelka R.,Opelka R.,13,39,39,13
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Struff J.L.,Shapovalov D.,Struff J.L.,34,17,34,17
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Hard,2nd Round,Gasquet R.,Bautista Agut R.,Bautista Agut R.,50,12,12,50
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Hard,2nd Round,Thiem D.,Krajinovic F.,Krajinovic F.,3,32,32,3
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Hard,3rd Round,Struff J.L.,Goffin D.,Struff J.L.,34,10,34,10
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Hard,3rd Round,Khachanov K.,Bautista Agut R.,Bautista Agut R.,16,12,12,16
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Hard,3rd Round,Berrettini M.,Opelka R.,Opelka R.,8,39,39,8
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Hard,3rd Round,Isner J.,Tsitsipas S.,Tsitsipas S.,21,6,6,21
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Hard,Quarterfinals,Medvedev D.,Bautista Agut R.,Bautista Agut R.,5,12,12,5
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Hard,Quarterfinals,Djokovic N.,Struff J.L.,Djokovic N.,1,34,1,34
Western & Southern Financial Group Masters,2020-08-27,Masters 1000,Hard,Quarterfinals,Krajinovic F.,Raonic M.,Raonic M.,32,30,30,32
Western & Southern Financial Group Masters,2020-08-28,Masters 1000,Hard,Semifinals,Raonic M.,Tsitsipas S.,Raonic M.,30,6,30,6
Western & Southern Financial Group Masters,2020-08-28,Masters 1000,Hard,Semifinals,Bautista Agut R.,Djokovic N.,Djokovic N.,12,1,1,12
Western & Southern Financial Group Masters,2020-08-29,Masters 1000,Hard,The Final,Djokovic N.,Raonic M.,Djokovic N.,1,30,1,30
Generali Open,2020-09-08,ATP250,Clay,1st Round,Nishikori K.,Kecmanovic M.,Kecmanovic M.,34,47,47,34
Generali Open,2020-09-08,ATP250,Clay,1st Round,Pella G.,Nishioka Y.,Pella G.,36,49,36,49
US Open,2020-08-31,Grand Slam,Hard,1st Round,Sonego L.,Mannarino A.,Mannarino A.,46,39,39,46
US Open,2020-08-31,Grand Slam,Hard,1st Round,Ramos-Vinolas A.,Tsitsipas S.,Tsitsipas S.,41,6,6,41
US Open,2020-09-01,Grand Slam,Hard,1st Round,Goffin D.,Opelka R.,Goffin D.,10,35,10,35
US Open,2020-09-01,Grand Slam,Hard,1st Round,Querrey S.,Kuznetsov An.,Kuznetsov An.,45,34,34,45
US Open,2020-09-01,Grand Slam,Hard,1st Round,Bautista Agut R.,Sandgren T.,Bautista Agut R.,11,48,11,48
US Open,2020-09-02,Grand Slam,Hard,1st Round,Basilashvili N.,Millman J.,Millman J.,30,43,43,30
US Open,2020-09-02,Grand Slam,Hard,2nd Round,Djokovic N.,Edmund K.,Djokovic N.,1,44,1,44
US Open,2020-09-03,Grand Slam,Hard,2nd Round,Bautista Agut R.,Kecmanovic M.,Bautista Agut R.,11,47,11,47
US Open,2020-09-03,Grand Slam,Hard,2nd Round,Khachanov K.,Kuznetsov An.,Khachanov K.,16,34,16,34
US Open,2020-09-03,Grand Slam,Hard,2nd Round,Humbert U.,Berrettini M.,Berrettini M.,42,8,8,42
US Open,2020-09-04,Grand Slam,Hard,3rd Round,Goffin D.,Krajinovic F.,Goffin D.,10,26,10,26
US Open,2020-09-04,Grand Slam,Hard,3rd Round,Fritz T.,Shapovalov D.,Shapovalov D.,25,17,17,25
US Open,2020-09-05,Grand Slam,Hard,3rd Round,Zverev A.,Mannarino A.,Zverev A.,7,39,7,39
US Open,2020-09-05,Grand Slam,Hard,3rd Round,Struff J.L.,Djokovic N.,Djokovic N.,29,1,1,29
US Open,2020-09-05,Grand Slam,Hard,3rd Round,Coric B.,Tsitsipas S.,Coric B.,32,6,32,6
US Open,2020-09-05,Grand Slam,Hard,3rd Round,De Minaur A.,Khachanov K.,De Minaur A.,28,16,28,16
US Open,2020-09-05,Grand Slam,Hard,3rd Round,Ruud C.,Berrettini M.,Berrettini M.,37,8,8,37
US Open,2020-09-06,Grand Slam,Hard,3rd Round,Thiem D.,Cilic M.,Thiem D.,3,38,3,38
US Open,2020-09-07,Grand Slam,Hard,4th Round,Goffin D.,Shapovalov D.,Shapovalov D.,10,17,17,10
US Open,2020-09-07,Grand Slam,Hard,4th Round,Auger-Aliassime F.,Thiem D.,Thiem D.,21,3,3,21
US Open,2020-09-08,Grand Slam,Hard,4th Round,Rublev A.,Berrettini M.,Rublev A.,14,8,14,8
US Open,2020-09-08,Grand Slam,Hard,Quarterfinals,Zverev A.,Coric B.,Zverev A.,7,32,7,32
US Open,2020-09-09,Grand Slam,Hard,Quarterfinals,Shapovalov D.,Carreno Busta P.,Carreno Busta P.,17,27,27,17
US Open,2020-09-09,Grand Slam,Hard,Quarterfinals,Medvedev D.,Rublev A.,Medvedev D.,5,14,5,14
US Open,2020-09-10,Grand Slam,Hard,Quarterfinals,De Minaur A.,Thiem D.,Thiem D.,28,3,3,28
US Open,2020-09-11,Grand Slam,Hard,Semifinals,Zverev A.,Carreno Busta P.,Zverev A.,7,27,7,27
US Open,2020-09-12,Grand Slam,Hard,Semifinals,Medvedev D.,Thiem D.,Thiem D.,5,3,3,5
US Open,2020-09-13,Grand Slam,Hard,The Final,Thiem D.,Zverev A.,Thiem D.,3,7,3,7
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Auger-Aliassime F.,Krajinovic F.,Krajinovic F.,20,29,29,20
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Ruud C.,Khachanov K.,Ruud C.,34,16,34,16
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Garin C.,Coric B.,Coric B.,21,26,26,21
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Sonego L.,Basilashvili N.,Sonego L.,47,32,47,32
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Hurkacz H.,Evans D.,Hurkacz H.,31,33,31,33
Internazionali BNL d'Italia,2020-09-14,Masters 1000,Clay,1st Round,Ramos-Vinolas A.,Nishikori K.,Nishikori K.,44,35,35,44
Internazionali BNL d'Italia,2020-09-15,Masters 1000,Clay,1st Round,Pella G.,Shapovalov D.,Shapovalov D.,37,14,14,37
Internazionali BNL d'Italia,2020-09-15,Masters 1000,Clay,1st Round,Nishioka Y.,Kecmanovic M.,Nishioka Y.,50,39,50,39
Internazionali BNL d'Italia,2020-09-15,Masters 1000,Clay,1st Round,Raonic M.,Mannarino A.,Raonic M.,19,38,19,38
Internazionali BNL d'Italia,2020-09-16,Masters 1000,Clay,2nd Round,Goffin D.,Cilic M.,Cilic M.,11,40,40,11
Internazionali BNL d'Italia,2020-09-16,Masters 1000,Clay,2nd Round,Dimitrov G.,Nishioka Y.,Dimitrov G.,22,50,22,50
Internazionali BNL d'Italia,2020-09-16,Masters 1000,Clay,2nd Round,Carreno Busta P.,Nadal R.,Nadal R.,18,2,2,18
Internazionali BNL d'Italia,2020-09-17,Masters 1000,Clay,2nd Round,Millman J.,Schwartzman D.,Schwartzman D.,43,15,15,43
Internazionali BNL d'Italia,2020-09-17,Masters 1000,Clay,2nd Round,Lajovic D.,Raonic M.,Lajovic D.,25,19,25,19
Internazionali BNL d'Italia,2020-09-17,Masters 1000,Clay,2nd Round,Fognini F.,Humbert U.,Humbert U.,13,42,42,13
Internazionali BNL d'Italia,2020-09-17,Masters 1000,Clay,2nd Round,Hurkacz H.,Rublev A.,Hurkacz H.,31,12,31,12
Internazionali BNL d'Italia,2020-09-17,Masters 1000,Clay,2nd Round,Sonego L.,Ruud C.,Ruud C.,47,34,34,47
Internazionali BNL d'Italia,2020-09-18,Masters 1000,Clay,3rd Round,Shapovalov D.,Humbert U.,Shapovalov D.,14,42,14,42
Internazionali BNL d'Italia,2020-09-18,Masters 1000,Clay,3rd Round,Cilic M.,Ruud C.,Ruud C.,40,34,34,40
Internazionali BNL d'Italia,2020-09-18,Masters 1000,Clay,3rd Round,Djokovic N.,Krajinovic F.,Djokovic N.,1,29,1,29
Internazionali BNL d'Italia,2020-09-18,Masters 1000,Clay,3rd Round,Schwartzman D.,Hurkacz H.,Schwartzman D.,15,31,15,31
